Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,overperforming
SteelSeries,steelseries,1048061,2021-02-26 11:47:11 EST,26/2/2021,11:47:11,Photo,"8,109",8058,51,0,FALSE,https://www.instagram.com/p/CLwz0emLwtI/,https://www.instagram.com/p/CLwz0emLwtI/,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/153755131_287239522854619_7201797789237984447_n.jpg?_nc_cat=105&ccb=3&_nc_sid=8ae9d6&_nc_ohc=btw3w4foM88AX9qb87W&_nc_oc=AQn6qn8oEXKNx9TfD71L36kV3P-b14TaMuXqozslJBFbRKs5EbNyz-41cDCAJm5dQXI&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=864f5c7f52e50d3b641dfa7199ae3a82&oe=606420C2,,"right handed? left handed? doesn’t matter. Sensei 10’s ambidextrous accepts you just the way you are 

 
Comment below with all da hands ??????",,,,0
Logitech G,logitechg,2911174,2020-11-15 18:00:10 EST,15/11/2020,18:00:10,Photo,"10,714",10687,27,0,FALSE,https://www.instagram.com/p/CHoQn_VgH-L/,https://www.instagram.com/p/CHoQn_VgH-L/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/125876619_2614903578801492_4294186448376438723_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=lh2W17PSD1YAX8sOOya&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e366b2387c0e75e26e08fd301fb27edb&oe=611A12A2,,Play like a #Worlds2020 champion. #PlayToWin,THREE DAYS logitech UNTDOWN TO ZERO,,,0
Logitech G,logitechg,3096393,2021-01-04 12:00:34 EST,4/1/2021,12:00:34,Video,"5,373",5338,35,42248,FALSE,https://www.instagram.com/p/CJoXMKsshfW/,https://www.instagram.com/p/CJoXMKsshfW/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/135285589_219165343203362_8321908434639200753_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=-MQaDpq12EEAX8oGXbD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a31bb3630fff3a55119d91423445153e&oe=611A187A,,"On this date in 2001 Runescape Classic was released. 
Are you here for the 20th anniversary? ??
.
.
.
#LogitechG #KeepPlaying #PCGaming #Gamer #Gaming",ON THIS DAY RUNESCAPE 2001 RuNe SCAPE WHAT WAS YOUR FAVORITE LOCATION?,,,0
R?Z?R,razer,6947000,2021-06-09 11:01:15 EDT,9/6/2021,11:01:15,Photo,"17,363",17330,33,0,FALSE,https://www.instagram.com/p/CP51kaerYNp/,https://www.instagram.com/p/CP51kaerYNp/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/198757431_479298736637383_2037749982541601266_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=tgndayXVnAAAX-Ronei&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d1345fa389865b9cd52bcf7565108c85&oe=60C598F5,,"It’s all systems go for our big day—set your reminders for June 14 3PM PDT! Join us as we unveil a series of exciting products live from our digital stage at the Razer E3 Keynote. Following that, tune in to our RazerStore LIVE to get in on our latest offerings and giveaways. Check it out at our link in bio.",E32021 SRLIVE RAZER STORE LIVE 06.14.21 3:00PM PDT,,,0
R?Z?R,razer,6813564,2021-03-28 19:48:18 EDT,28/3/2021,19:48:18,Photo,"16,828",16795,33,0,FALSE,https://www.instagram.com/p/CM-z3RqnBR2/,https://www.instagram.com/p/CM-z3RqnBR2/,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/165518350_814423089151987_5238265657843968668_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=chvySxHvJ4YAX9CUDmS&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=d2ffad01701f61e59022f706260aba4d&oe=6086EE80,,We are continuing to work with our partners to bring you the best gaming experience—check out this month’s round up of newly released titles with in-game Chroma RGB.,KINETIC EDGE ROGUE STATE REVOLUTION PROJECT PRO GENESIS THE FABLED WOODS RAZER CHROMA RGB TH? SHORE MAGIC LEGENDS,,,0
SteelSeries,steelseries,1040861,2021-02-04 17:34:21 EST,4/2/2021,17:34:21,Photo,"8,217",8115,102,0,FALSE,https://www.instagram.com/p/CK4yELiBOrP/,https://www.instagram.com/p/CK4yELiBOrP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/146717921_823819551502747_6284968892830510331_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=sN7Nvbwq-tEAX9tSbg2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5751a2fd12454473f5b7d0e9d5fe8394&oe=60435178,,thoughts on the first ever SteelSeries logo? ??,,,,0
R?Z?R,razer,6968657,2021-07-11 11:00:37 EDT,11/7/2021,11:00:37,Photo,"16,244",16201,43,0,FALSE,https://www.instagram.com/p/CRMO77cjF-8/,https://www.instagram.com/p/CRMO77cjF-8/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/213796761_883036392593888_7087723057674082537_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=lmpKw9zODrsAX9jwbBP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f61b1eadee6dbc4b4e066684baad2dad&oe=60F050B4,,"Join special guest @couragejd on RazerStore LIVE this Wednesday, July 14th at 6.30PM PDT. Don’t miss out on the surprise we have in store for you. 
 
Find out more and enter our Grand Raffle at our link in bio.",RAZER = STORE LIVE 07.14.21 6:30PM PDT SPECIAL GUEST APPEARANCE FROM COURAGEJD,,,0
MSI,msi,45913,2021-03-28 09:01:07 EDT,28/3/2021,9:01:07,Photo,156,156,0,0,FALSE,https://www.instagram.com/p/CM9pvCcrv_c/,https://www.instagram.com/p/CM9pvCcrv_c/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/166048047_438859340554895_4183880719072167686_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=FznM8r_-mVoAX-9HFTg&_nc_ht=scontent-lax3-2.cdninstagram.com&oh=4b91d932c3656f4779b0d21861255d77&oe=60877523,,"<Work Log: 26th, March>?
?
What is your must-have item for office desk? Sticky notes or a palm rest pad??
Well I don't need neither of them. My #Prestige14 helps me to lock all my notes inside with my fingerprint security to access, plus 5 degree hinge design gives the most comfortable typing angle.?
?
My ??Prestige 14 A11X is my own world.?
?
#Laptop #MSI","Charlize & Prestige My Own World WORK LOG 26th, March What is your must-have item for office desk? Sticky notes or palm rest pad? Well don' need neither of them. #Prestige14 helps me to lock all my notes inside with my fingerprint security to access, plus degree...... degree .HHH",,,0
R?Z?R,razer,6945857,2021-06-08 11:30:37 EDT,8/6/2021,11:30:37,IGTV,"10,517",10479,38,45019,FALSE,https://www.instagram.com/tv/CP3UFhyn2JW/,https://www.instagram.com/tv/CP3UFhyn2JW/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/198324421_154689076687379_3364644188689786470_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=fqzb12oaHaQAX9L8QME&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=531f6bc9fb921c41f5d1445a2a404447&oe=60C54D49,Razer x Clearbot,"In celebration of World Oceans Day, we’re excited to announce our partnership with sustainability startup @clearbothk, to redefine the way we clean our oceans.

Together with Clearbot’s prototype and our inhouse design and engineering expertise, we developed a newly designed and fully automated ocean cleaning robot. Built with cutting edge AI and machine learning capabilities, it detects and collects marine plastic within two meters in rough waters. Learn more about the Clearbot robot at the link in our bio.

#Razer #GoGreenWithRazer",,,,0
R?Z?R,razer,6956126,2021-06-17 20:00:19 EDT,17/6/2021,20:00:19,Photo,"17,076",16982,94,0,FALSE,https://www.instagram.com/p/CQPZn4Ol-e-/,https://www.instagram.com/p/CQPZn4Ol-e-/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/202028558_478993659827003_3892235609125879386_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=GF-xEgoWNJUAX_YyNTD&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1f22c144affd0d695423097c6b009f83&oe=60D1311F,,"Thanks to your constant support, we're able to work closely with top esports athletes to bring you the best gear in the industry. Make sure to nominate us for the 2021 Esports Awards, Hardware Provider of the Year using the link bio.","?people sitting and suit, ?'?? ESPORTS AWARDS ???? NOMINATE US HARDWARE PROVIDER OF THE YEAR?'??",,,0
Logitech G,logitechg,3309205,2021-03-26 12:00:25 EDT,26/3/2021,12:00:25,Photo,"11,021",11006,15,0,FALSE,https://www.instagram.com/p/CM40uYonSJJ/,https://www.instagram.com/p/CM40uYonSJJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/164267784_118354893609631_2089010566786852184_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=daF1F4gjQwAAX-w-vxA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ad0574b3c0f3c39a3aae3a0e573fe035&oe=611A4D55,,"Spring means it's almost time for some outdoor gaming! Make sure you're prepared to game on the go with the new G333s.
.
.
.
#logitechg #gaming #pcgaming #pcgamer #gamingheadset #G333 #nintendoswitch #mobilegaming #earbuds",,,,0
Logitech G,logitechg,3432215,2021-06-23 03:01:08 EDT,23/6/2021,3:01:08,Photo,"11,096",11067,29,0,FALSE,https://www.instagram.com/p/CQdBwUfguCF/,https://www.instagram.com/p/CQdBwUfguCF/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/204833423_332043601845921_6810202342710701641_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=wCmpmKNxalcAX8Vfeht&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5eb915ad0f966a8ad4baaabe64764e50&oe=611A222C,,"LIGHTS OUT ?? 

The Logitech McLaren G Challenge is back for another year of pulse pumping competition.

What can you expect from this year's challenge?

?? Open wheel, sports, stock
?? Grand Finals in Las Vegas 
?? McLaren VIP Experience 

Register for the global competition in our link in bio and follow @logitechgesport for more updates.
.
.
.
#logitechg #gchallenge #gchallenge2021 #LogitechGChallenge #McLaren #SimRacing #SimRacingSetup #simracingrigs",,,,0
SteelSeries,steelseries,1017163,2020-12-07 18:01:00 EST,7/12/2020,18:01:00,Photo,"8,464",8413,51,0,FALSE,https://www.instagram.com/p/CIg6NuRhPU3/,https://www.instagram.com/p/CIg6NuRhPU3/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/130164485_825090538328249_1696493255768516232_n.jpg?_nc_cat=105&ccb=2&_nc_sid=8ae9d6&_nc_ohc=fbuXQfNq1AsAX_h9C5h&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=394f4b9ab3305c826a14bacad9397b02&oe=5FF41DF2,,holiday gift guide LINK IN BIO for anyone wanting to scope out their presents for this year????,,,,0
Logitech G,logitechg,2806009,2020-10-07 17:32:09 EDT,7/10/2020,17:32:09,Photo,"11,212",11142,70,0,FALSE,https://www.instagram.com/p/CGDrjJQAY4H/,https://www.instagram.com/p/CGDrjJQAY4H/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/120995173_659887694949796_4774191241315420523_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=K73GBVLO1MgAX_UdCfN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=79482c8cb144985c70dedca3f73b725b&oe=61199C61,,"We're excited to hit the track with @jackultramotive! Welcome to the Logitech G team. 
.
.
.
#racing #simracing #logitechg #streamer #twitch #audio #nissan #forza",,,,0
Logitech G,logitechg,2908127,2020-11-14 11:00:20 EST,14/11/2020,11:00:20,Video,"5,628",5621,7,25777,FALSE,https://www.instagram.com/p/CHk7xy-FHFL/,https://www.instagram.com/p/CHk7xy-FHFL/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/125194333_374496266939480_7214243641694928907_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=VoCDbU361l0AX_DrFV3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f6de060f35aade97aa7501b8cb96180c&oe=611909A2,,"Race Day kicks off in one ore hour! Tune in to watch the best racers across Europe compete for the podium at the Logitech @McLaren G Challenge EMEA Regional Grand Finals!

@alienware  @projectcarsgame

?? https://g.logi.link/emmw8
.
.
.
#ReadyToRace #simracing #racing #projectcarsgame #projectcars2 #mclaren #pcgaming #playtowin",,,,0
R?Z?R,razer,6900806,2021-05-06 15:02:03 EDT,6/5/2021,15:02:03,Photo,"17,509",17492,17,0,FALSE,https://www.instagram.com/p/COiuB2kt6cW/,https://www.instagram.com/p/COiuB2kt6cW/,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/182628904_1287120525015990_5194650117022218069_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=zGavT3e0Tm0AX-rl_Ej&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=e09c66041a5de1f548849d4c8da31661&oe=60BADD63,,"Calling all developers! The first-ever Razer DevCon 2021 starts at 10AM PST tomorrow. Learn more about Razer Gold, Razer Chroma and THX Spatial Audio, and learn how easy it is to integrate our tech into your games.?
Join our fast-growing developer community today at the link in our bio.?
?
#Razer #Gaming?","2021 RAZER DEVCON DEVC MAY 7, 2021| 10AM PST RAZER CHROMA RGB z 10:15AM PST THX SPATIAL AUDIO 11:30AM PST 1:30PM PST",,,0
Logitech G,logitechg,2902650,2020-10-29 18:34:15 EDT,29/10/2020,18:34:15,Video,"5,650",5584,66,29081,FALSE,https://www.instagram.com/p/CG8cI60Du0r/,https://www.instagram.com/p/CG8cI60Du0r/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/122906953_168045678311901_4731228260132881624_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=KKVaCE4D_NoAX8emriL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5160780e17cc70333031e273a47d4b13&oe=6119663E,,"Whether you’re voting early, or on Election Day. Go vote. #VOTE2020",VOTE,,,0
Logitech G,logitechg,3438209,2021-07-06 12:00:11 EDT,6/7/2021,12:00:11,Photo,"11,297",11146,151,0,FALSE,https://www.instagram.com/p/CQ_dxxuMT08/,https://www.instagram.com/p/CQ_dxxuMT08/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/210918124_801941317155737_592149911085499863_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=TuDcm9VLyeQAX8jIu3W&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a61e55a60c880fe8c2618e17596e1a40&oe=611A0E4B,,"What collectible do you have that is still in mint condition? 
.
.
.
#LogitechG #ColorCollection #G335 #GamingHeadset #PCGamer #PCGaming #Battlestation",WHAT COLLECTIBLE DO YOU OWN THAT IS STILL IN MINT CONDITION? G logitech™ 63.35,,,0
R?Z?R,razer,7008439,2021-08-21 20:00:14 EDT,21/8/2021,20:00:14,Photo,"14,845",14818,27,0,FALSE,https://www.instagram.com/p/CS2xSDSjVmo/,https://www.instagram.com/p/CS2xSDSjVmo/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/240191077_1352483825192884_4454357888704153474_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=J06zoBSFN3sAX9JeAoi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8cfb15ebe3633b935c4d8209a4984f32&oe=612A6373,,"Prepare yourself for this year’s Intel Gamer Days, a weeklong PC gaming festival filled with special offers, exclusive drops, and amazing events starting August 27th. Lock in the date and stay tuned for more to come. Link in bio. @intelgaming

#Razer #Gaming",intel Gamer Days RAZER Festival of Deals Aug 27 Sept 5,,,0
ErgoTune,ergotunechair,N/A,2021-02-04 03:19:15 EST,4/2/2021,3:19:15,Photo,14,14,0,0,FALSE,https://www.instagram.com/p/CK3QNOVH5oC/,https://www.instagram.com/p/CK3QNOVH5oC/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/146316091_155804386205807_7517357282239261413_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=Ci6B1VWSyfwAX846-yf&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5da9eacadc4ca1f29a6d4913744795f7&oe=6128B71D,,"? Ergonomic Chair?

? headset?

? CPU + Monitor?

? Uncluttered desk. ?

The perfect environment to work in, no distractions not even from body aches. ?

?
 #productivityhacks #productivitytips #productivitytime #ergonomicchair #ergotuneugc",0 - T rockieshocks,,,0
SteelSeries,steelseries,1045417,2021-02-17 12:10:07 EST,17/2/2021,12:10:07,Photo,"8,632",8522,110,0,FALSE,https://www.instagram.com/p/CLZrSdGF8Uy/,https://www.instagram.com/p/CLZrSdGF8Uy/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/151418130_4175203942490478_8020235294878930071_n.jpg?_nc_cat=103&ccb=3&_nc_sid=8ae9d6&_nc_ohc=t0Ssna2vCc4AX9WaJQV&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=bac53f997633a415833a6fe3c62c91a5&oe=6054940F,,"i know most of our IG fam probably wasn't even born yet in 2001, but i had to throw this on the feed: in 2001 we came out with the first GLASS mousepad... yes, literal glass??",,,,0
Logitech G,logitechg,3457792,2021-07-29 12:00:25 EDT,29/7/2021,12:00:25,Photo,"11,339",11252,87,0,FALSE,https://www.instagram.com/p/CR6sFuCN__h/,https://www.instagram.com/p/CR6sFuCN__h/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/225561045_1491226834558161_1432991217127533027_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=bW-a2mODZzcAX-52bZ6&_nc_ht=scontent-hou1-1.cdninstagram.com&oh=6b9e8e0f3f5742b6876b5a45f45f6fd9&oe=61073FEF,,"What's the first game world you would explore with this setup? 
.
.
.
#logitechg #pcgaming #gaming #pcgamer #gamingsetup #gaminggear #gamingheadset #G335",,,,0
OMNIDESK SG,theomnidesk,N/A,2020-12-11 02:00:26 EST,11/12/2020,2:00:26,Photo,25,25,0,0,FALSE,https://www.instagram.com/p/CIpfdgwgc9F/,https://www.instagram.com/p/CIpfdgwgc9F/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/130477801_3600553376657064_3591493333435771523_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=cHPR5EH9NUgAX86Kh42&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c9ad9cfe53342df016ef50a49580f28a&oe=60978BEC,,"Congratulations Eileen @chongeileen! You are the lucky winner of the Prism+ Q65 Android TV for our Black Friday-Cyber Monday giveaway draw! ????
??
We're humbled by the overwhelming response we've received from this giveaway. Thanks everyone for the support and do continue to follow us for the latest updates on promotions and new launches! ????
??
#omnidesk #workfromhome #standingdesk #giveaway",,,,0
Aftershockpc,aftershockpc,25377,2021-06-04 06:24:02 EDT,4/6/2021,6:24:02,Album,190,190,0,0,FALSE,https://www.instagram.com/p/CPsd4JcBLJQ/,https://www.instagram.com/p/CPsd4JcBLJQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/196249305_188920763140578_2152130540351508807_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=c1tqZacbkRkAX_7ObYG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=47ab3f6880d74ac9b6fd4e46897dc5b7&oe=60BFC169,,"Boasting some of best gaming performance on the planet, the Aftershock laptop line-up now features the brand-new Intel 11th Gen H series processor! Built on a brand new 10nm manufacturing process, these processors deliver one of the most significant performance LEAP we've seen from the blue team in a LONG time.

Get up to a massive 30-50 percent performance improvement in productivity applications and with the RTX 30 Series, get no compromise gaming performance capable of running games maxed out in FHD and some, at even QHD resolution!

We are super pleased to see such competition once again in the gaming laptop space. With huge advancements and regardless of which side you pick, you will get the same epic performance.

Find out more:
www.aftershockpc.com

#gaminglaptop #tigerlake #intel #rtx30",,,,0
PRISM+,prismplusdisplays,27297,2021-07-31 00:00:29 EDT,31/7/2021,0:00:29,Photo,37,37,0,0,FALSE,https://www.instagram.com/p/CR-jRcWpVxK/,https://www.instagram.com/p/CR-jRcWpVxK/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/225122170_1073968363009056_3892649197922780853_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=qMip4sar3G8AX9G085R&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=367be5367af1c7b961393576cf6b3b92&oe=612A31D2,,"Get access to all your favourite streaming platforms with the PRISM+ Q-Series PRO ?? Preloaded with 12 months of free content from meWATCH and Viu you’ll be spoiled for choice ?? Time to binge the weekend away ??
?
Thanks @nxtsingapore for the feature ???
?
PRISM+ has a wide selection of premium 4K Smart and Android TVs for you to choose from to create your dream home entertainment setup! Be it a 55 inch or a 65 inch TV with premium features like 4K UHD Resolution, HDR, IPS Panel, 4K Netflix, Google Assistant, Chromecast or Google Playstore - We have everything you need for a home TV revolution.?
?
Shop Now (link in bio) >> prismplus.sg/tvs",,,,0
R?Z?R,razer,6802661,2021-03-24 15:02:01 EDT,24/3/2021,15:02:01,Photo,"18,063",17987,76,0,FALSE,https://www.instagram.com/p/CMz_2e6npKO/,https://www.instagram.com/p/CMz_2e6npKO/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/163580078_1586380851569499_5619695478990027048_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=tnY_nVEpMssAX_7TVx6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=94bdc9c4b2e5e54eced9c251c77fbd12&oe=60807933,,"We’ve made it our mission to ramp up sustainability efforts to ensure a greener future for not just ourselves, but for everyone. We’ve just rolled out an expanded commitment that details the way we look at products, right down to integrating a green mindset as part of our internal culture. ?
?
Together – we’re committed to moving towards the goals of: ?
?? Using 100% renewable energy by 2025, ?
?? For all our products to use recycled or recyclable materials by 2030, and ?
?? Being 100% carbon neutral by 2030.?
?
Learn more and let’s #GoGreenWithRazer today. Link in Bio.?
?
#Razer #Sustainability?",100% Renewable Energy by 2025 All Products to use recycled or recyclable materials by 2030 100% Carbon Neutra by 2030 #GOGREENWITHRAZER www.razer.com/go-green,,,0
SteelSeries,steelseries,1022024,2020-12-14 10:50:11 EST,14/12/2020,10:50:11,Photo,"8,857",8722,135,0,FALSE,https://www.instagram.com/p/CIyKeJlF2G4/,https://www.instagram.com/p/CIyKeJlF2G4/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/131292481_218999239673615_7118879498673855144_n.jpg?_nc_cat=101&ccb=2&_nc_sid=8ae9d6&_nc_ohc=dHIByTGq2OsAX8h16z5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3740b796e2a2e2edd22bb54cd4b5fd1c&oe=5FFCC13B,,"NEED A W CHAIN BELOW BECAUSE TODAY WE'RE OFFICIALLY WELCOMING @KONTROLFREEK TO THE STEELSERIES FAMILY??
????
????
link in bio for details????",steelseries KONTROLFREEK,,,0
Logitech G,logitechg,2894931,2020-11-09 18:00:17 EST,9/11/2020,18:00:17,Photo,"11,707",11667,40,0,FALSE,https://www.instagram.com/p/CHYz3dCo8ps/,https://www.instagram.com/p/CHYz3dCo8ps/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/124188087_279136346811194_3831929288286804733_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=BtTqFzB4GZ0AX_0v_1r&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f48d8be578740a5ae2f3cb57431e5929&oe=6119F584,,Play like a legend. #PlayToWin,NINE DAYS + logitech COUNTDOWNTO ZERO,,,0
PRISM+,prismplusdisplays,26292,2021-06-24 00:03:26 EDT,24/6/2021,0:03:26,Video,41,41,0,733,FALSE,https://www.instagram.com/p/CQfR4cItJkg/,https://www.instagram.com/p/CQfR4cItJkg/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/205281678_1411088469273311_7938024376302899396_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=9F6JeghztA8AX8ViDf7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e67027d4e7225bd9c09bce06349951e8&oe=60D84A35,,"Catch To Your Eternity and other hit anime hits for FREE right now on meWATCH ???
?
For limited time only ?, unlock free 12-months of meWATCH Prime so you can catch all your local dramas without ads interruptions and watch it 7 days before free users ?? Limited codes left so shop now to secure your 12 months free subscription ???",?'?Stream the hottest anime of Spring 2021 FREE on meWATCH ? PRISM+ me WATCH?'?,,,0
SteelSeries,steelseries,1041751,2021-02-07 12:54:04 EST,7/2/2021,12:54:04,Photo,"8,961",8811,150,0,FALSE,https://www.instagram.com/p/CLAAXv_laIk/,https://www.instagram.com/p/CLAAXv_laIk/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/146791477_2875811026023228_7335898042413290791_n.jpg?_nc_cat=102&ccb=2&_nc_sid=8ae9d6&_nc_ohc=GtFAPcZ3SH4AX-KaXI0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=eaa7ad00339039ad32b285206f83dbd6&oe=60441FEE,,"tip of the hat to the real ones, the IG fam??
????
????
spam orange hearts below please: ???????? // cheers to 20 more years",,,,0
Logitech G,logitechg,2887522,2020-11-06 12:00:28 EST,6/11/2020,12:00:28,Video,"5,922",5918,4,30651,FALSE,https://www.instagram.com/p/CHQcTH9Hq8O/,https://www.instagram.com/p/CHQcTH9Hq8O/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/123561688_374757043940201_5231731480753561969_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8ae9d6&_nc_ohc=pJ1klRL5vlMAX-U9IIS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5b4f733a796eaf879769beaf01391650&oe=611932A9,,"The racers are almost at the final grid! Catch all the Logitech @McLaren G Challenge Regional Grand Final action live to see who takes home the podium

?? EU: 11/14 at 17:00 GMT
?? LATAM: 11/21 09:00 PT
?? AP: 11/28 at 18:00 JST
?? NA: 12/5 at 12:00 PT

twitch.tv/logitechg
.
.
.
#esports #simracing #mclaren #racing #projectcarsgame #mclarenf1 @projectcarsgame",EMEA REGIONAL GRAND FINALS 11/14 AT 17:00 GMT,,,0
